#{"t_start": 1715981463.4360573, "env_id": "ContinuousJumps-v0"}
r,l,t
-1.35202,4,1.162592
1.285576,7,1.825712
1.308093,7,2.463458
0.255471,5,2.947134
-1.375497,6,3.473325
2.239189,9,4.289107
-3.66907,6,4.842409
0.048878,5,5.309871
2.469875,4,5.657488
3.435279,5,6.125242
0.785191,5,6.618186
1.2905,5,7.061682
-3.165996,4,7.462911
3.855668,5,7.921945
3.648928,6,8.454761
-2.556094,6,9.029685
-4.866949,6,9.555577
1.196404,6,10.104522
-3.299174,7,10.751013
4.096561,8,11.48935
6.477636,8,12.214246
-3.164253,6,12.888469
-4.169443,6,13.414879
-0.634958,8,14.147161
4.337679,9,14.970089
-4.136718,13,16.146036
-4.843724,8,16.854505
6.300412,9,17.679671
1.968638,5,18.126323
-2.358621,6,18.658757
-1.381627,3,18.927874
-1.610583,4,19.322341
-3.345245,11,20.302566
-2.887533,4,20.683671
7.579168,17,22.22887
-1.736615,6,22.775951
2.865623,6,23.320803
-6.136139,10,24.204557
0.042816,6,24.827495
1.071893,6,25.408746
-0.704331,5,25.868071
10.529793,14,27.177271
-6.590396,9,28.001964
1.418226,6,28.5551
5.116333,7,29.167979
-1.709696,4,29.53537
0.549812,6,30.063576
-5.894567,12,31.148802
1.051966,7,31.824297
3.23259,5,32.265269
3.535595,7,32.923406
2.574558,6,33.470073
5.152316,6,34.007799
8.422436,10,34.883236
1.688173,6,35.445245
6.383672,8,36.249759
1.533697,3,36.537734
5.724196,10,37.445131
7.318016,12,38.544475
5.109906,8,39.272536
-2.52173,3,39.5201
0.228416,5,40.000465
-4.04935,6,40.547042
5.474259,6,41.096454
-1.517163,4,41.461122
6.309053,7,42.099564
4.746323,6,42.630632
4.74516,8,43.352396
-1.62981,6,43.920764
1.715131,6,44.4459
12.239635,15,45.808213
-0.362653,7,46.436438
-5.763038,7,47.067364
-4.724278,5,47.51446
0.107224,8,48.32854
-1.574074,4,48.698145
0.730356,7,49.314203
2.980494,5,49.769792
4.253269,12,50.85142
5.382355,7,51.497618
2.005325,5,51.968222
7.24403,10,52.869756
-4.817351,6,53.416421
-1.246655,7,54.046734
-0.771283,15,55.43435
-1.008037,7,56.069519
-4.192462,6,56.614218
16.112124,19,58.321965
4.045426,8,59.059265
4.224889,6,59.6851
0.200603,4,60.030748
17.869348,20,61.813637
-0.502555,7,62.435384
3.199016,5,62.881102
15.758081,20,64.7194
2.883779,8,65.432157
2.531123,4,65.789656
-1.506781,5,66.239923
-2.52778,4,66.597951
0.328199,5,67.033426
3.271977,6,67.559032
1.738342,6,68.117492
2.323677,6,68.663975
0.315682,5,69.146011
3.042507,6,69.706624
3.739262,7,70.34182
-2.066912,5,70.778177
3.040381,8,71.557156
5.171012,7,72.18213
2.703683,4,72.53842
9.431011,11,73.512927
-1.226586,5,73.962946
-0.487481,6,74.513245
14.001744,20,76.32833
-0.699617,4,76.690837
1.147655,5,77.152941
1.77833,3,77.432039
3.067948,7,78.08323
4.083805,6,78.624209
4.374054,5,79.052952
1.675015,6,79.601077
3.820107,7,80.219457
10.795259,13,81.361731
2.387006,6,81.901853
-1.985314,4,82.273087
10.606888,10,83.277138
-2.612067,5,83.71545
-0.737848,4,84.07432
-2.739962,7,84.712932
1.511867,5,85.155695
18.775831,20,86.90935
1.147092,8,87.642682
17.732137,13,88.782293
4.434591,6,89.340294
5.875417,9,90.14173
-1.739725,7,90.801031
11.341433,9,91.609847
-2.210901,4,91.964947
-2.248275,5,92.443278
-2.547279,6,92.98448
4.464948,10,93.84903
14.300301,20,95.666322
4.618082,10,96.570598
8.07085,8,97.28777
7.05719,9,98.089156
3.446948,6,98.647745
3.240962,6,99.181906
1.341409,3,99.480629
18.143318,20,101.241611
5.888316,9,102.017692
-2.301094,6,102.540186
9.82926,20,104.258296
2.059329,4,104.617842
-2.475304,6,105.144272
0.87011,7,105.85694
18.66251,20,107.579021
36.534959,20,109.342769
-2.280043,3,109.606291
12.49844,13,110.709425
3.093709,7,111.321648
3.577739,5,111.780197
-1.628393,7,112.398313
-1.87384,5,112.86471
7.55009,9,113.62434
-3.193618,12,114.671486
2.50884,6,115.217606
-0.701524,8,115.884784
-0.372751,8,116.624091
-1.027099,5,117.159629
-3.597299,7,117.737377
-3.380514,9,118.519235
11.075241,19,120.161366
38.797371,20,121.91597
3.729587,6,122.446124
5.068254,7,123.056344
5.631845,10,123.902556
-3.905467,9,124.685115
6.192439,8,125.379935
-1.551384,5,125.804301
13.659382,12,126.864908
2.998318,6,127.366887
-0.392831,6,127.896916
18.638241,20,129.730096
13.613937,20,131.463375
14.548536,20,133.232561
-0.798123,5,133.666012
-2.234593,7,134.300385
-2.226778,9,135.064198
0.221559,5,135.507732
1.770214,6,136.05135
4.451825,9,136.851125
-0.510057,5,137.288069
1.3589,8,138.025851
4.25614,8,138.744044
4.521354,5,139.204836
2.50168,5,139.736036
7.841277,12,140.782912
32.901786,20,142.469946
5.346996,11,143.439301
13.848428,16,144.792226
-2.818112,11,145.748228
13.723316,20,147.412818
1.425567,4,147.769658
1.406594,6,148.28526
-2.578213,7,148.912877
-0.492087,5,149.359721
-4.460724,11,150.317605
