#{"t_start": 1715901211.6087444, "env_id": "DiscreteSteps-v0"}
r,l,t
-11.126653,5,1.018805
-4.684925,3,1.314659
-11.601087,7,1.94135
-10.309416,7,2.570859
-47.188778,12,4.088103
-3.56622,8,4.854628
-7.615882,9,5.705201
-3.088531,5,6.163785
-3.846882,4,6.533981
-11.417682,7,7.692796
-23.139854,11,8.708512
-14.664983,14,10.034712
-1.531059,4,10.391298
-22.353459,11,11.899231
-20.972137,9,12.71837
-14.117773,10,13.65231
-9.890667,13,15.460607
-19.972827,6,16.045232
-14.952717,7,16.653231
-4.186416,8,17.442933
-0.597884,5,18.271116
-5.090149,8,19.007741
-3.068175,9,19.863165
-9.278671,13,21.435143
-3.214472,7,22.166033
4.829179,12,23.24755
3.84895,9,24.098529
-16.975218,12,25.540749
-5.8755,10,26.489549
-8.888766,9,27.314727
-12.219901,7,28.322797
-9.911039,4,28.728681
-13.545211,7,29.369753
6.520985,11,30.365697
-23.95252,11,31.948521
-10.055017,6,32.523115
3.081867,9,33.356154
0.853491,10,34.27258
-16.800924,10,35.574555
-3.351016,3,35.869706
-7.076785,7,36.495963
-2.82337,5,36.974432
1.272084,5,37.438378
-4.945782,11,38.879515
2.575227,11,39.967636
-19.456423,6,40.590665
-6.230263,3,40.899186
-3.057175,4,41.249844
-7.973238,14,42.94752
9.042759,11,44.005215
2.128905,12,45.488364
-18.401493,16,46.946046
-5.221213,8,47.659017
-4.748214,7,48.670515
-10.387165,7,49.295552
5.338124,16,50.670835
-4.565651,6,51.732703
8.963446,9,52.620334
0.948158,5,53.060943
-14.81628,12,54.13043
1.372619,4,54.494126
5.935628,7,55.480792
-24.997393,20,57.200403
-3.415396,10,58.452718
-5.778605,13,59.565392
3.407223,11,60.530198
3.85411,12,61.975044
21.363102,20,63.733376
-14.863784,20,65.925533
-8.532357,13,67.042617
-8.578299,10,68.281126
-25.317193,20,70.019246
-3.482322,11,71.463611
7.201521,20,73.179467
34.938798,20,75.377454
-12.863832,13,76.461246
39.484999,20,78.555792
35.419855,20,80.731052
5.032793,20,82.446888
14.177566,20,84.525622
-9.682784,15,85.822623
11.424604,18,87.824289
15.402572,20,89.626642
1.695594,20,91.767419
-12.885471,10,92.646474
-6.495331,6,93.670125
14.123056,20,95.381439
-16.620139,20,97.505902
-16.21814,20,99.192775
-13.006702,20,101.336664
22.630983,20,103.542346
8.745451,20,105.312406
15.200994,20,107.383337
14.434233,20,109.499971
5.766865,20,111.263455
39.198962,20,113.41848
-0.328591,20,115.094352
2.755856,20,117.279135
17.647163,20,119.690057
13.756749,20,121.380491
11.235562,20,123.628437
39.304744,20,125.726332
8.849753,20,127.4411
39.605807,20,129.5853
33.604424,20,131.410338
13.236011,20,133.488267
-8.040911,11,134.427163
-12.015618,20,136.488422
-7.24489,20,138.56749
38.746175,20,140.280104
-8.348708,4,140.634562
-5.422193,20,142.899928
3.168282,18,144.792404
17.341904,20,146.484953
-10.627918,20,148.587506
20.380953,20,150.680186
1.080486,14,151.882972
7.467148,20,153.96601
0.281849,20,155.673152
-14.892153,20,157.726722
13.033723,20,159.489638
15.253717,20,161.560919
1.057246,20,163.653737
15.421174,20,165.37024
16.550995,20,167.533717
14.550826,20,169.609048
13.082723,20,171.294089
-11.900797,20,173.373196
2.678187,20,175.050565
18.156369,20,177.147282
3.7375,15,178.963309
