#{"t_start": 1715964952.8581576, "env_id": "ContinuousJumps-v0"}
r,l,t
6.359069,6,3.768507
1.176811,6,4.497209
4.065049,6,5.221449
1.493623,5,5.827351
-4.719673,15,7.6673
-1.548142,4,8.138375
1.54162,5,8.713681
-0.466823,7,9.536671
-1.344413,6,10.267084
4.875911,6,10.975026
12.52872,15,12.625465
3.096425,7,13.46461
4.490857,5,14.051595
9.52811,14,15.713756
4.685693,6,16.379745
-0.698787,5,16.960605
-1.053512,4,17.422052
3.853669,5,18.006888
10.817512,18,20.441613
5.88051,7,21.281053
-0.022774,5,21.864516
-0.790889,5,22.464072
1.9568,4,22.912094
3.126772,8,23.840847
-5.116112,7,24.70657
1.6177,4,25.16746
3.810228,5,25.783324
1.428546,7,26.650956
5.103748,7,27.490821
-1.488337,7,28.312075
-0.75669,4,28.759964
1.254172,4,29.283258
8.404557,9,30.4172
1.702024,4,30.891948
-0.171548,5,31.495966
2.580864,7,32.331846
1.323869,9,33.377596
27.176361,20,35.971493
1.703544,7,36.800869
-0.421091,14,38.368634
7.005693,9,39.408018
10.328931,10,40.536355
-0.597721,5,41.091147
5.553789,8,42.009878
0.605685,5,42.580562
2.6385,5,43.18037
2.736089,7,43.944144
3.32507,8,44.850419
3.497186,6,45.566444
3.693041,7,46.371229
1.156458,4,46.83357
0.744044,4,47.282145
6.15639,10,48.411636
0.214904,8,49.700594
3.577047,7,50.495644
6.875228,16,52.259039
1.864443,4,52.741107
-1.186707,5,53.318797
1.683246,4,53.731829
5.801792,7,54.493452
4.76945,8,55.435646
2.171203,6,56.120089
5.617166,6,56.787457
3.320709,11,58.086899
8.131212,14,59.677765
6.574186,8,60.604883
-2.161752,5,61.177933
-0.002728,5,61.71292
-2.890914,4,62.185932
4.072545,7,62.966535
1.084503,5,63.545119
-1.715862,4,64.405811
1.721139,7,65.228797
-0.061341,10,66.389246
2.088203,5,66.938437
2.312757,7,67.765692
-1.733553,3,68.127778
10.227769,12,69.487969
0.657569,6,70.140026
