#{"t_start": 1715966504.549818, "env_id": "ContinuousJumps-v0"}
r,l,t
3.07258,8,1.380538
3.9342,7,2.09211
0.814338,5,2.675019
-9.295334,20,5.121267
4.052981,7,5.97858
4.414754,8,7.020725
-1.028449,3,7.380664
4.465484,6,8.14677
8.833608,17,10.150982
-2.66162,7,10.987788
-4.268298,9,12.075809
5.570596,6,12.818884
4.248263,7,13.649456
-1.999409,3,14.027801
-0.977918,3,14.394598
4.433257,7,15.258806
4.418713,8,16.59809
2.454396,6,17.377195
-0.974252,7,18.239311
4.396523,5,18.814975
2.243385,4,19.305131
7.170083,10,20.568635
2.568989,7,21.371249
-0.338632,6,22.116274
3.363451,8,23.037399
-3.401073,4,23.551712
6.678025,8,24.48431
0.876959,10,25.629546
0.905076,7,26.440782
-1.204442,7,27.291432
-1.488427,6,28.00202
3.664683,8,28.890585
1.293627,8,29.838851
-1.031962,9,30.868193
4.019775,6,31.978617
-2.667073,9,33.005994
9.835813,10,34.174268
3.525169,7,35.016805
-1.613413,7,35.867127
-4.05442,5,36.466535
0.310012,8,37.403321
3.685885,5,38.005965
2.856104,9,39.034999
6.389844,12,40.429739
3.703282,5,41.054012
-5.629178,10,42.240829
-0.418513,5,42.848346
-4.4009,7,43.6489
-3.516034,5,44.250722
0.445426,3,44.599385
4.723207,6,45.311541
6.994009,9,46.340506
7.166644,8,47.619636
0.988911,5,48.220882
-2.971243,4,48.682933
-3.861325,9,49.762376
5.515157,8,50.69037
-0.360954,7,51.521385
0.752434,8,52.471334
-1.595293,4,52.930721
7.012908,9,54.031602
6.58879,10,55.123277
0.389444,5,55.704551
-0.975417,7,56.505245
9.506609,10,57.607374
6.106127,8,58.594957
0.557267,4,59.074309
-1.114895,4,59.530732
3.745521,9,60.595466
-3.568361,7,61.421109
-4.425686,7,62.286845
2.335615,5,63.32981
1.972909,5,63.907063
-1.169455,4,64.367386
1.991797,6,65.080146
-6.049046,11,66.366083
2.231434,6,67.06662
4.3284,6,67.74274
5.106548,7,68.593025
-3.632667,5,69.209633
1.559009,6,69.894864
-1.148977,4,70.387214
0.295962,6,71.056915
2.780859,4,71.513427
2.928762,4,71.978949
3.46817,7,72.798658
2.33941,6,73.521651
2.131653,5,74.072243
2.683323,6,74.73767
4.846041,9,75.805476
1.772834,9,76.810035
-2.697108,7,77.63244
4.026391,9,79.076075
3.468253,9,80.128096
7.314356,7,80.939788
2.897603,5,81.519791
0.060516,7,82.367031
-0.322822,4,82.819879
-4.336496,6,83.515964
-1.64559,4,83.956759
-0.930752,5,84.548759
5.784078,7,85.370669
-1.654976,5,85.966821
1.778643,4,86.415668
2.885316,9,87.490779
1.866258,6,88.189971
1.499599,5,88.778113
1.543207,5,89.390894
-0.742269,5,89.978927
-2.615558,4,90.482629
2.640532,8,91.382243
0.546722,17,93.880872
5.962443,10,95.17027
13.738554,12,96.59774
2.983841,7,97.409745
0.215471,4,97.879115
0.791068,7,98.696638
5.433306,9,99.817325
-1.708735,7,100.705462
7.011054,11,102.025979
3.062919,7,102.892416
5.110373,9,103.933192
-0.082966,5,104.567255
-2.139989,6,105.296686
-2.43364,3,105.669402
0.17891,6,106.376646
14.434586,12,107.749928
2.748437,7,108.576221
2.00813,5,109.572898
3.31306,5,110.128333
1.501038,9,111.151395
16.929826,17,113.107327
1.842489,5,113.721189
2.02626,5,114.273834
-0.560015,3,114.644768
-0.027333,3,115.003365
1.232742,9,116.029889
0.19306,6,116.707098
9.725709,20,118.976078
12.73161,20,121.115799
2.517229,5,121.747743
1.453259,5,122.372904
13.964419,16,124.715183
2.427252,5,125.272974
2.745844,6,125.979571
5.708766,12,127.307448
-1.687092,11,128.549396
1.561275,4,129.047747
-0.842104,3,129.384136
-7.924657,18,131.420253
-1.48639,6,132.15335
5.198331,20,134.4984
3.230566,7,135.311688
16.027948,20,137.534098
1.098827,5,138.116348
0.527098,4,138.555969
5.111718,9,139.994268
-1.803077,10,141.109751
-1.416294,5,141.67476
4.29179,8,142.54207
2.997183,5,143.099463
2.338019,6,143.792391
22.326504,15,145.528439
10.178616,13,146.999306
-3.75747,5,147.599787
18.221461,20,149.84919
2.583014,5,150.417786
2.403443,6,151.054795
6.025022,12,152.3914
-0.454131,4,152.876105
3.899917,5,153.43825
2.961674,6,154.646456
15.821537,20,156.88423
1.906492,5,157.462051
2.037484,5,158.061252
16.486659,20,160.228398
9.185438,10,161.342713
-0.469591,7,162.121796
9.855114,14,163.666119
