#{"t_start": 1715966504.5518186, "env_id": "ContinuousJumps-v0"}
r,l,t
3.933394,5,1.094474
1.693333,9,1.984243
-5.011988,14,3.64662
-2.94131,5,4.287164
1.084547,5,4.873258
2.667571,5,5.512548
2.786645,6,6.263462
0.824068,3,6.646801
2.500696,7,7.533661
1.64019,6,8.280398
-5.135639,6,9.012356
-2.753282,5,9.58285
4.486538,6,10.283702
6.154101,8,11.234992
-3.31125,4,11.700773
2.006213,8,12.671184
-2.86336,7,13.531639
10.110198,10,14.7478
3.784661,6,15.503828
2.267482,4,16.376092
-1.492608,3,16.777112
3.66526,11,18.116528
-2.574504,6,18.839357
1.049279,7,19.695347
2.006195,5,20.280884
-0.413574,5,20.929486
-0.496345,8,21.863857
-1.584355,4,22.355377
4.718054,8,23.329372
13.057227,15,25.061354
4.867381,10,26.238605
3.123702,8,27.172434
3.417256,7,28.026019
-3.398896,12,29.38358
-3.569077,10,30.508766
0.067989,5,31.104023
4.940161,8,32.42095
6.532625,8,33.363853
-1.807767,6,34.052199
1.756579,6,34.77745
-3.177954,8,35.743165
0.100802,3,36.116633
1.662682,5,36.709324
3.897605,7,37.565951
-0.328686,6,38.261042
-3.748709,6,38.936999
-3.03098,6,39.634072
4.478539,7,40.452729
-0.805282,3,40.809928
-3.028114,8,41.776113
0.378433,6,42.48484
-0.729315,5,43.088486
2.014595,9,44.136552
8.189004,9,45.196874
-3.736624,8,46.127563
4.29837,7,46.935175
-3.292593,4,47.772552
1.331642,5,48.342336
1.528107,4,48.838516
5.802661,7,49.628367
3.246123,5,50.249552
4.789364,6,50.946594
0.226404,4,51.418829
4.240567,5,52.020241
5.454285,9,53.089382
1.029742,4,53.552237
3.290751,4,54.055773
7.056976,11,55.267025
1.330611,6,55.926006
0.605697,8,56.830451
-0.612032,7,57.630367
1.69987,5,58.23747
2.591123,9,59.302705
3.608088,6,60.008536
1.237333,4,60.460697
2.891101,8,61.445261
-3.529117,5,62.043508
-2.652828,6,63.217405
1.167869,4,63.661983
3.649623,7,64.492383
2.613574,9,65.563617
-1.65625,5,66.168711
-1.763916,3,66.499168
3.646398,6,67.188609
-1.187486,5,67.767818
1.080287,4,68.253669
3.87106,5,68.86106
2.844857,6,69.541759
-1.128676,6,70.285199
4.467989,5,70.81027
-2.452925,6,71.535445
13.894055,16,73.402606
4.118609,7,74.197319
2.603957,6,74.871592
8.292593,12,76.266828
0.173345,5,76.833025
0.851737,7,77.656438
1.187851,8,78.952081
5.566436,7,79.786594
9.010171,10,80.961577
-4.174118,8,81.883696
3.517012,6,82.605121
1.650567,7,83.403005
-4.918129,7,84.227715
0.791824,4,84.685496
5.215803,10,85.830976
-0.115238,5,86.439387
1.385389,11,87.749582
2.092929,8,88.668908
2.076683,3,89.059252
-0.449131,5,89.65732
-1.692633,4,90.122722
-7.360908,11,91.406908
0.824649,9,92.493329
2.882305,5,93.091164
1.142385,5,94.185894
5.021224,11,95.510034
7.122823,9,96.627741
-1.818344,8,97.535801
36.450546,20,99.983649
2.805347,10,101.20436
1.695535,4,101.677628
2.81769,4,102.17405
1.689935,7,103.021738
4.351491,6,103.729234
-0.381548,4,104.193916
-1.548373,9,105.320718
2.312376,5,105.889823
7.809137,9,106.986365
1.98928,8,107.883072
0.749444,6,108.601221
-0.68418,4,109.443884
15.955852,15,111.178802
9.158774,9,112.192952
2.222488,4,112.658602
-3.67623,7,113.451789
-4.323841,7,114.296993
3.635969,6,115.02726
34.292914,20,117.310315
12.277222,14,118.841974
-0.551912,6,119.549943
8.751995,20,121.771662
0.119265,7,122.609763
-1.210229,5,123.21525
1.540404,8,124.600112
-1.83192,6,125.301851
-0.808961,4,125.764511
-1.077349,6,126.423109
-0.095156,5,126.974871
7.662477,9,127.996412
-0.704181,5,128.576498
5.835773,11,129.899977
5.964402,12,131.198709
1.762723,5,131.795575
-1.014089,8,132.735371
0.048306,6,133.452147
-0.342333,5,134.049526
-3.001395,6,134.729165
13.976948,18,136.723294
-0.686476,6,137.411089
7.788546,10,138.579988
3.348933,6,139.667358
0.584167,4,140.113389
1.38262,7,140.886551
-2.327089,8,141.829759
-2.360346,9,142.786472
1.854114,8,143.657392
-2.040156,5,144.254867
-0.801616,7,145.096243
2.97524,5,145.656084
1.9457,6,146.354457
-1.383941,7,147.174902
-1.269039,8,148.065057
-1.951068,5,148.665983
-2.217912,6,149.305157
0.8071,5,149.869335
0.099328,6,150.542846
-1.347156,5,151.07917
7.237558,12,152.416398
2.300948,5,152.998297
2.605116,17,155.438308
-1.052711,4,155.895375
0.369529,5,156.439226
1.885746,4,156.908306
0.729297,5,157.48666
5.657214,7,158.28015
38.765056,20,160.443777
-1.241483,5,161.008335
-0.835731,6,161.691733
7.7249,20,163.909103
0.933937,5,164.495241
15.957173,20,166.781035
5.802653,9,167.783679
-2.703986,5,168.381063
0.316366,4,168.825711
-0.852237,5,169.798459
-0.509735,4,170.242835
2.271871,4,170.723813
1.216927,13,172.252406
-0.435488,8,173.142824
0.219516,5,173.685976
1.340952,9,174.752335
6.443177,7,175.55249
10.59835,13,176.94758
2.803408,5,177.498832
-0.464379,4,177.960675
4.550308,15,179.625287
-1.075963,7,180.41675
4.356139,11,181.585003
16.902453,20,184.159858
-1.241472,6,184.884129
-0.385236,4,185.376682
-2.507364,11,186.680804
4.374944,9,187.702027
-6.982108,14,189.238951
-0.23299,7,190.015853
15.281869,20,192.251783
1.600004,6,192.944566
5.427776,8,193.793576
12.732698,20,195.952719
-1.947737,6,196.613755
1.295018,6,197.288402
-7.43956,15,199.312988
0.752963,4,199.73194
-1.884082,9,200.716181
16.855217,20,202.819172
1.426663,7,203.606615
11.687965,18,205.589683
-2.718221,5,206.168316
1.60712,7,206.937589
35.141818,20,209.19642
-0.130219,6,209.881488
-2.713805,6,210.550839
-2.028899,13,212.094974
-1.41643,5,212.669648
4.682719,6,214.014074
-1.244234,5,214.569102
-0.181686,11,215.767943
1.368169,9,216.748038
2.513403,9,217.718585
3.568686,5,218.265549
30.401568,20,220.514225
1.457449,5,221.124424
3.367789,6,221.838887
0.060521,4,222.301743
16.991741,20,224.595521
14.828995,20,226.880012
-3.238539,7,227.655065
13.5515,16,229.831819
2.319353,9,230.848214
-5.226462,14,232.411272
-3.150333,9,233.396343
-0.035787,5,233.962068
3.348071,12,235.243536
17.968403,20,237.444212
15.745277,20,239.644262
-1.557619,7,240.41826
1.505256,8,241.375751
-0.395568,5,241.918323
3.107862,5,242.459336
17.219689,20,245.002326
-0.333957,5,245.577388
32.296528,19,247.747695
7.513414,12,249.099925
-3.347944,12,250.429799
0.270737,6,251.076782
22.029199,17,253.008854
7.040776,8,253.890162
-2.107819,7,254.665892
-1.409805,5,255.22767
0.111375,6,255.951851
-2.492052,3,256.326302
0.031411,3,256.682083
37.596009,20,259.295449
0.617694,9,260.252448
-2.810112,13,261.697006
-1.212633,8,262.600247
4.667561,6,263.253523
16.080456,20,265.452452
0.029676,5,266.021401
16.460093,20,268.289836
-0.657431,9,269.2353
3.681958,6,269.863903
-2.716023,7,270.595438
3.765786,11,271.834964
-0.017945,7,272.935774
13.729532,20,275.13792
3.343496,6,275.785532
3.91663,7,276.565257
0.936849,7,277.37202
1.324574,8,278.26301
0.177624,9,279.243291
17.07724,20,281.365239
-1.684483,6,282.001827
2.157399,7,282.729533
16.371975,20,284.817393
18.93175,20,287.319067
2.272948,11,288.474886
11.405179,10,289.609443
10.910464,13,291.023352
0.608367,10,292.164409
14.437362,20,294.28963
19.285603,20,296.573256
15.221996,20,298.800357
5.431626,11,299.988801
-0.88652,9,301.376274
-1.448358,6,302.060642
18.572668,20,304.236803
2.173426,6,304.868407
16.444831,20,307.08614
7.038828,9,308.049053
1.785775,5,308.567193
15.925744,20,310.77219
-1.569367,10,311.926364
14.452408,20,314.148335
-2.100022,9,315.482198
2.352441,8,316.385994
16.433762,20,318.741703
-1.993077,9,319.789541
5.926651,10,320.802805
-0.621732,6,321.462534
3.653801,9,322.539368
37.042691,20,324.745738
-0.304671,6,325.381922
-0.564422,6,326.108561
0.696791,4,326.58746
3.989416,8,327.481679
-0.869384,4,327.925894
7.694468,12,329.368279
-0.721077,10,330.808654
18.20839,20,333.081055
0.467144,4,333.545204
3.504565,5,334.110361
0.35401,6,334.826535
18.268368,20,337.110707
-2.208274,5,337.664599
-1.743253,5,338.232692
3.118962,7,339.044821
-1.214231,6,339.719419
-1.872675,10,340.77461
4.2234,9,341.788372
-1.872187,11,343.028423
-0.9976,5,343.617411
-0.74598,5,344.169441
3.860441,7,345.360695
5.225911,8,346.222113
0.242895,5,346.79867
14.626368,20,348.929268
38.67053,20,351.209377
-0.778738,4,351.662958
0.264856,6,352.355006
-4.677811,12,353.654282
0.172454,4,354.102721
-0.233188,4,354.563718
0.443653,4,354.974735
0.85798,6,355.615813
-1.414401,11,356.855855
-2.047769,7,357.658174
38.753345,20,360.14904
6.351816,10,361.262043
-1.842605,13,362.618402
11.777135,20,364.822209
14.437706,20,368.653508
5.193659,10,369.769944
-0.498048,5,370.346053
38.332947,20,372.560581
11.742003,15,374.265286
38.50495,20,376.853369
-2.234631,6,377.496248
16.863165,20,379.619925
0.026929,13,381.11291
14.162479,20,383.312739
0.689969,6,383.995646
14.8025,20,386.151817
1.822303,9,387.091806
1.517257,6,387.752507
18.982433,20,390.183079
12.046725,20,392.358022
-1.865456,8,393.189767
4.908531,11,394.440515
-1.316862,7,395.187918
1.046865,17,396.988575
-0.83901,4,397.42915
18.612932,20,399.596514
-0.622635,5,400.166831
-0.43754,16,401.956085
2.267325,5,402.492578
16.478141,20,405.023982
16.655848,20,407.174954
12.466726,17,409.020926
3.237044,8,409.986108
2.913587,7,410.72948
11.25684,20,412.848909
-1.782793,5,413.385515
-0.368347,6,414.031555
-0.693529,9,415.041554
0.669508,11,416.26687
19.140413,20,418.762327
38.605882,20,420.801701
0.033182,8,421.66021
2.107892,6,422.292373
-0.483612,7,423.033999
1.406271,5,423.592912
9.58304,10,424.675225
1.753104,4,425.12727
15.911865,20,427.264306
1.267364,4,427.725283
1.088117,5,428.264873
36.037171,20,430.444603
36.739282,20,432.88752
-0.462786,5,433.500535
-1.866687,7,434.272419
2.215012,5,434.80373
38.743759,20,436.937958
16.246459,20,439.051161
8.04866,11,440.254663
2.51256,6,440.885005
-0.546223,3,441.197386
14.940901,20,443.461832
-0.366287,5,444.011099
4.038044,6,444.674538
-0.014206,6,445.354059
0.552659,7,446.134793
1.587967,4,446.588692
-4.359245,13,448.405662
5.565588,18,450.365313
0.17092,5,450.907812
-2.229003,10,452.028965
0.445379,6,452.70513
-4.193222,13,454.165404
18.520007,20,456.317425
-1.754748,4,456.814243
1.68808,15,458.46534
9.262386,20,460.559257
38.690408,20,463.021464
-2.017008,7,463.77759
0.217178,8,464.694363
-2.867921,14,466.23619
-0.157082,4,466.692889
13.358975,12,468.037328
16.373716,20,470.179527
0.29857,7,470.990735
-0.318652,5,471.583141
9.932637,17,473.562985
-1.049814,5,474.110855
14.99355,20,476.695218
-4.289551,10,477.738465
-1.243735,8,478.589725
1.93704,5,479.098898
3.436341,6,479.788258
-1.450351,13,481.177271
-1.062598,6,481.82816
-8.18902,20,483.950987
-1.521912,5,484.518906
1.315812,5,485.035858
0.740583,12,486.314075
-2.16555,8,487.287091
-0.648213,7,488.093949
10.90194,14,489.613729
-0.371564,8,490.902658
-2.26647,8,491.806214
1.590102,12,493.175609
0.779335,5,493.694163
