#{"t_start": 1715883063.9188719, "env_id": "DiscreteSteps-v0"}
r,l,t
-7.577633,13,1.777719
-10.152101,5,2.215665
-33.809503,8,2.937004
-12.232271,4,3.306688
-11.216705,4,4.187253
-16.828283,10,5.095279
-9.518745,7,5.721959
-28.328229,7,6.370424
-14.069414,8,7.453438
-19.175279,12,8.553867
-4.475621,4,8.904244
-8.552471,5,9.368088
-9.081086,4,9.715103
-17.61252,11,11.068222
-20.335681,7,11.673873
-15.633531,10,12.600373
-7.708756,6,13.136592
-6.551907,4,13.875326
-16.236487,7,14.520201
3.72682,8,15.23472
-13.970012,13,16.433057
-7.853255,3,16.712737
-7.570371,3,17.354
-5.241741,8,18.085421
-8.861271,7,18.729488
7.100839,8,19.44061
-28.767823,16,21.235525
-3.047834,7,21.856283
-15.674849,4,22.224725
-10.706823,6,22.761955
-16.118685,7,23.736113
-3.827932,10,24.642645
-1.055876,12,25.69602
0.377827,8,26.43468
7.395266,17,28.304574
-10.809711,6,28.830249
-4.638583,3,29.108956
-2.48134,5,29.559057
-1.372425,7,30.555261
-15.512092,14,31.830252
3.742287,7,32.480587
-5.603883,7,33.487506
-4.401889,4,33.859767
-2.541875,5,34.36565
2.449651,7,34.997955
-10.226033,7,35.632976
-2.327921,7,36.25737
0.210974,11,37.624412
-10.140998,8,38.350255
-11.367623,16,40.170492
-1.028042,6,40.716322
-5.645827,5,41.157821
-15.254855,7,41.781562
-15.323001,6,42.354558
-12.563361,13,43.857491
7.560067,10,44.754348
4.875284,7,45.37738
6.95051,20,47.51419
-13.234062,9,48.314859
-1.321694,7,48.949774
-1.805488,8,50.030002
11.361782,20,51.793581
21.958908,19,53.815474
20.780101,13,54.95611
12.110844,12,56.361513
1.811158,9,57.154701
4.04336,16,58.545968
-6.295061,20,60.628759
-5.534252,8,61.334852
8.342235,8,62.383345
14.493472,10,63.244111
-5.361222,10,64.104539
-15.834818,11,65.411182
-4.351561,14,66.623964
30.286397,19,68.610627
-4.664866,14,69.795927
3.768367,14,70.984011
3.893049,6,71.890475
-1.537701,3,72.159
-5.936761,5,72.585318
-2.820644,11,73.536206
-4.265191,20,75.616035
4.595725,6,76.16582
16.453393,20,78.241556
-11.299773,9,79.0494
7.160783,20,81.095534
8.549078,16,82.418729
25.258406,20,84.492917
7.85681,10,85.354355
-0.153826,4,85.70067
10.570736,20,87.761519
-0.432615,20,89.484741
-14.355431,18,91.483532
-2.318605,3,91.730836
-13.618465,8,92.461122
-20.285364,11,93.732356
-6.224259,4,94.081041
12.831743,20,95.777133
1.543867,20,97.834903
-7.319218,7,98.479025
11.749262,18,100.700351
-10.517697,10,101.791298
9.757,20,104.074618
-11.61075,7,104.697337
-8.999451,8,105.393393
2.432568,20,107.556164
-4.894754,20,109.286081
-5.983245,4,110.034276
10.316475,20,111.778909
-19.000686,16,113.518813
33.230744,20,115.22745
10.315938,10,116.483771
39.328823,20,118.195806
6.383869,20,120.35266
-7.44399,7,120.967729
15.744887,20,123.07697
18.486699,20,124.757797
16.974256,20,126.817659
1.819976,14,127.986473
17.388839,20,130.117963
16.820784,20,132.20583
9.740278,20,133.933904
-13.838783,10,135.167113
-1.078776,4,135.51579
-4.590262,3,135.779372
31.663431,20,137.502695
6.239169,6,138.401759
38.510221,20,140.145861
13.980876,20,142.268035
18.619953,20,143.937494
-8.176049,4,144.647404
31.409284,20,146.363826
-4.363278,4,146.714787
-4.833988,8,147.77238
39.680554,20,149.519556
-5.778219,3,149.767933
-15.189603,15,151.424907
20.386301,20,153.126894
4.540386,20,155.231197
12.424509,20,157.303791
-18.351983,12,158.334847
-3.343871,20,160.441097
5.329635,20,162.173061
10.670527,20,164.30199
38.811785,20,166.374082
-4.256003,3,166.62575
18.457689,20,168.345963
-4.351547,5,168.783663
