#{"t_start": 1715891579.2625458, "env_id": "DiscreteSteps-v0"}
r,l,t
-16.140768,16,2.105033
-13.398283,10,3.360261
-19.245547,14,5.198632
0.554428,4,5.67857
-18.098047,8,6.828307
4.907851,13,8.531738
-10.251802,10,9.571362
-12.381605,8,10.376009
-13.508436,6,10.937226
-9.129529,17,12.555856
-0.352031,7,13.233473
-0.810824,6,13.79362
-4.781503,5,14.238253
-17.69224,16,15.716131
-3.060036,6,16.273491
-18.270042,9,17.109232
-6.351586,6,17.648561
-12.064559,11,18.665845
-7.091869,6,19.315336
9.651741,8,20.033467
-10.709528,9,20.892518
0.371646,3,21.20304
-7.880934,3,21.464009
-6.416838,10,22.393541
-13.621521,11,23.37281
12.380462,20,25.283918
-11.955662,20,27.127173
-15.671964,15,28.488882
7.633907,19,30.273921
30.037917,20,32.024832
-7.220899,8,32.769015
16.704509,20,34.561011
24.978732,18,36.169019
30.776357,20,37.911033
-17.500211,20,39.716742
-1.257276,20,41.460481
-7.732883,7,42.071906
-0.491024,20,43.897
-3.320679,3,44.159844
3.72331,19,45.860116
38.58203,20,47.613979
1.114595,20,49.383476
-18.703954,20,51.197826
5.186802,20,52.950497
15.72257,20,54.711059
5.713354,20,56.468318
12.751521,20,58.264891
39.1119,20,60.025975
18.679399,20,61.80482
-11.601839,8,62.517979
16.753293,20,64.254011
16.209211,20,65.990362
14.4603,20,67.712632
24.801979,20,69.486678
17.190057,20,71.5929
-17.499438,20,73.336135
15.209279,20,75.242692
18.640647,20,76.976337
7.076823,20,78.681034
8.652081,20,80.385738
-16.613257,20,82.123832
12.315289,20,83.964773
38.093712,20,85.975829
17.888873,20,87.780806
10.359987,20,90.049923
7.402104,20,92.466891
4.838011,20,94.689945
-13.304039,19,96.80472
-8.289984,20,98.981992
-5.581985,20,101.308235
10.195405,20,103.532006
10.935017,20,105.718348
6.083581,20,107.915251
18.415,20,110.25246
-10.317592,20,112.407893
39.405499,20,114.542701
-17.604329,20,116.735418
11.112006,20,119.188983
11.621314,20,121.421662
32.660827,20,123.576359
-16.091444,20,125.901486
12.099618,20,128.25263
11.937637,20,130.350905
17.18276,20,132.462633
18.314751,20,134.596675
4.983723,20,136.899124
39.617828,20,139.118924
7.657896,20,141.409878
-14.0995,20,143.576776
8.796541,20,145.888454
-12.072544,20,148.106942
-1.04986,20,150.285841
-11.651758,20,152.433245
12.16303,20,154.738851
14.322264,20,156.858333
9.701911,20,158.981775
3.607493,20,161.113049
-15.443576,20,163.388323
7.518909,20,165.571656
3.520046,20,167.736219
15.273981,20,169.925743
13.046335,20,172.23472
-9.35725,20,174.410156
39.589974,20,176.524682
22.955905,20,178.692633
6.516931,20,181.04666
-16.059956,20,183.198051
4.030497,20,185.351467
39.480987,20,187.456502
11.750374,20,189.725137
-1.810686,20,191.856915
7.160645,20,193.988303
15.257495,20,196.113177
16.977385,20,198.353687
-6.497741,20,200.469335
