#{"t_start": 1715891579.266545, "env_id": "DiscreteSteps-v0"}
r,l,t
-10.172451,5,1.112484
-2.740455,9,1.933184
-2.602026,3,2.312856
-3.079919,5,2.896154
-6.860803,5,3.528692
-2.367357,5,4.115865
-9.865287,4,4.755771
-3.834582,5,5.339414
-15.014635,12,6.977308
-5.103913,5,7.561316
-18.558795,9,8.791049
-17.357395,7,9.467929
-13.005576,7,10.199305
-2.750207,4,10.565401
-10.188979,6,11.133879
-11.346849,6,11.742368
-6.694474,4,12.099212
-18.691036,7,12.766631
-1.129019,7,13.444278
-7.410267,6,13.978755
-3.294458,11,15.005884
-6.925101,5,15.460485
-19.399833,13,16.664079
12.019259,13,17.867962
-5.436328,4,18.232043
-16.156662,9,19.06425
-16.956624,10,20.059114
-7.734361,8,20.817794
-6.67867,11,21.857319
-19.282676,20,23.717608
-13.908001,12,24.802261
-21.148734,20,26.677117
9.062983,8,27.409827
15.916077,20,29.240637
-0.350422,4,29.677064
-0.594219,12,30.726472
-11.314697,11,31.676101
16.878668,20,33.454273
9.656232,20,35.265382
4.677613,9,36.084451
-12.498154,20,37.824303
1.080804,20,39.642037
15.507615,19,41.300561
-7.439773,4,41.646616
36.131201,20,43.428059
9.64382,20,45.232808
14.197072,20,47.016674
-3.955794,13,48.17731
-5.518275,3,48.46464
-14.881924,13,49.606662
-8.620202,7,50.214513
8.176003,20,51.981337
6.315552,20,53.73619
9.04861,20,55.526229
8.998549,20,57.296869
-8.777192,20,59.067542
9.382671,20,60.808058
15.812997,20,62.634991
8.402057,20,64.382927
18.597049,20,66.105098
9.705264,20,67.827367
39.650007,20,69.604307
-18.525873,20,71.707182
11.926856,20,73.454922
-19.531308,20,75.356242
14.165944,20,77.090729
-15.681764,20,78.795098
-10.009451,20,80.50203
16.573948,20,82.252104
13.274342,20,84.08101
-25.408782,20,86.091301
38.510321,20,87.931962
-5.446244,20,90.188694
-17.231477,20,92.606305
17.743341,20,94.831665
-13.126932,20,97.058604
-16.642215,20,99.241838
-17.023795,20,101.561445
17.181211,20,103.808714
17.75427,20,106.003401
11.884639,20,108.17561
-9.620823,20,110.494322
15.187379,20,112.658487
24.585468,20,114.789633
4.321864,20,117.003071
-16.885229,20,119.442112
16.235981,20,121.690331
-12.329556,20,123.840101
-14.691621,20,126.141552
11.39582,20,128.480387
6.443572,20,130.583795
39.63477,20,132.700787
9.853712,20,134.830787
8.414003,20,137.151094
33.324895,20,139.36307
1.723627,20,141.637645
39.391858,20,143.819473
-13.802939,20,146.122667
35.256969,20,148.337167
11.885943,20,150.517028
6.669485,20,152.679058
-11.473362,20,154.966063
18.251249,20,157.087012
-17.885882,20,159.201119
-17.073912,20,161.346875
39.097283,20,163.632835
-5.012005,20,165.809274
10.538485,20,167.98036
-15.311579,20,170.155035
-15.420037,20,172.460775
24.769625,20,174.643847
-18.283544,20,176.760486
17.987423,20,178.926625
39.742963,20,181.273851
39.716351,20,183.434059
14.369905,20,185.586317
12.956145,20,187.697813
13.004051,20,189.964633
10.77814,20,192.094573
13.879394,20,194.227219
16.485924,20,196.344055
38.496201,20,198.584028
26.170914,20,200.700946
34.463865,20,202.778029
3.0687,20,204.92243
34.915839,20,207.24017
15.928719,20,209.352552
8.871865,20,211.478146
9.254985,20,213.63045
15.0613,20,215.909792
-5.574403,20,218.059815
-5.987117,20,220.156205
