学校,省份,城市,层次,性质,985,211,双一流
四川文化传媒职业学院,四川,成都,专科,民办,否,否,否
四川华新现代职业学院,四川,成都,专科,民办,否,否,否
四川科技职业学院,四川,成都,专科,民办,否,否,否
四川城市职业学院,四川,成都,专科,民办,否,否,否
四川现代职业学院,四川,成都,专科,民办,否,否,否
四川长江职业学院,四川,成都,专科,民办,否,否,否
四川三河职业学院,四川,泸州,专科,民办,否,否,否
四川汽车职业技术学院,四川,绵阳,专科,民办,否,否,否
巴中职业技术学院,四川,巴中,专科,民办,否,否,否
四川希望汽车职业学院,四川,资阳,专科,民办,否,否,否
四川电子机械职业技术学院,四川,绵阳,专科,民办,否,否,否
四川文轩职业学院,四川,成都,专科,民办,否,否,否
四川西南航空职业学院,四川,成都,专科,民办,否,否,否
四川应用技术职业学院,四川,凉山,专科,民办,否,否,否
眉山药科职业学院,四川,眉山,专科,民办,否,否,否
天府新区信息职业学院,四川,眉山,专科,民办,否,否,否
德阳城市轨道交通职业学院,四川,德阳,专科,民办,否,否,否
德阳科贸职业学院,四川,德阳,专科,民办,否,否,否
江阳城建职业学院,四川,泸州,专科,民办,否,否,否
天府新区航空旅游职业学院,四川,眉山,专科,民办,否,否,否
天府新区通用航空职业学院,四川,眉山,专科,民办,否,否,否
南充科技职业学院,四川,南充,专科,民办,否,否,否
攀枝花攀西职业学院,四川,攀枝花,专科,民办,否,否,否
资阳口腔职业学院,四川,资阳,专科,民办,否,否,否
资阳环境科技职业学院,四川,资阳,专科,民办,否,否,否
南充电影工业职业学院,四川,南充,专科,民办,否,否,否
绵阳飞行职业学院,四川,绵阳,专科,民办,否,否,否
德阳农业科技职业学院,四川,德阳,专科,民办,否,否,否
泸州医疗器械职业学院,四川,泸州,专科,民办,否,否,否
自贡职业技术学院,四川,自贡,专科,民办,否,否,否
广元中核职业技术学院,四川,广元,专科,民办,否,否,否
遂宁能源职业学院,四川,遂宁,专科,民办,否,否,否
遂宁工程职业学院,四川,遂宁,专科,民办,否,否,否
遂宁职业学院,四川,遂宁,专科,民办,否,否,否
天津市职业大学,天津,天津,专科,公办,否,否,否
天津滨海职业学院,天津,天津,专科,公办,否,否,否
天津工程职业技术学院,天津,天津,专科,公办,否,否,否
天津渤海职业技术学院,天津,天津,专科,公办,否,否,否
天津电子信息职业技术学院,天津,天津,专科,公办,否,否,否
天津机电职业技术学院,天津,天津,专科,公办,否,否,否
天津现代职业技术学院,天津,天津,专科,公办,否,否,否
天津公安警官职业学院,天津,天津,专科,公办,否,否,否
天津轻工职业技术学院,天津,天津,专科,公办,否,否,否
天津商务职业学院,天津,天津,专科,公办,否,否,否
天津国土资源和房屋职业学院,天津,天津,专科,公办,否,否,否
天津医学高等专科学校,天津,天津,专科,公办,否,否,否
天津开发区职业技术学院,天津,天津,专科,公办,否,否,否
天津艺术职业学院,天津,天津,专科,公办,否,否,否
天津交通职业学院,天津,天津,专科,公办,否,否,否
天津工业职业学院,天津,天津,专科,公办,否,否,否
天津石油职业技术学院,天津,天津,专科,公办,否,否,否
天津城市职业学院,天津,天津,专科,公办,否,否,否
天津铁道职业技术学院,天津,天津,专科,公办,否,否,否
天津工艺美术职业学院,天津,天津,专科,公办,否,否,否
天津城市建设管理职业技术学院,天津,天津,专科,公办,否,否,否
天津生物工程职业技术学院,天津,天津,专科,公办,否,否,否
天津海运职业学院,天津,天津,专科,公办,否,否,否
天津广播影视职业学院,天津,天津,专科,公办,否,否,否
天津体育职业学院,天津,天津,专科,公办,否,否,否
天津滨海汽车工程职业学院,天津,天津,专科,民办,否,否,否
西藏警官高等专科学校,西藏,拉萨,专科,公办,否,否,否
拉萨师范高等专科学校,西藏,拉萨,专科,公办,否,否,否
西藏职业技术学院,西藏,拉萨,专科,公办,否,否,否
和田师范专科学校,新疆,和田,专科,公办,否,否,否
新疆农业职业技术学院,新疆,昌吉,专科,公办,否,否,否
乌鲁木齐职业大学,新疆,乌鲁木齐,专科,公办,否,否,否
新疆维吾尔医学专科学校,新疆,和田,专科,公办,否,否,否
克拉玛依职业技术学院,新疆,克拉玛依,专科,公办,否,否,否
新疆机电职业技术学院,新疆,乌鲁木齐,专科,公办,否,否,否
新疆轻工职业技术学院,新疆,乌鲁木齐,专科,公办,否,否,否
昌吉职业技术学院,新疆,昌吉,专科,公办,否,否,否
伊犁职业技术学院,新疆,伊犁,专科,公办,否,否,否
阿克苏职业技术学院,新疆,阿克苏,专科,公办,否,否,否
巴音郭楞职业技术学院,新疆,巴音郭楞,专科,公办,否,否,否
新疆建设职业技术学院,新疆,乌鲁木齐,专科,公办,否,否,否
新疆交通职业技术学院,新疆,乌鲁木齐,专科,公办,否,否,否
新疆石河子职业技术学院,新疆,石河子,专科,公办,否,否,否
新疆职业大学,新疆,乌鲁木齐,专科,公办,否,否,否
新疆体育职业技术学院,新疆,乌鲁木齐,专科,公办,否,否,否
新疆应用职业技术学院,新疆,伊犁,专科,公办,否,否,否
新疆师范高等专科学校,新疆,乌鲁木齐,专科,公办,否,否,否
新疆铁道职业技术学院,新疆,乌鲁木齐,专科,公办,否,否,否
新疆生产建设兵团兴新职业技术学院,新疆,乌鲁木齐,专科,公办,否,否,否
哈密职业技术学院,新疆,哈密,专科,公办,否,否,否
吐鲁番职业技术学院,新疆,吐鲁番,专科,公办,否,否,否
博尔塔拉职业技术学院,新疆,博尔塔拉,专科,公办,否,否,否
和田职业技术学院,新疆,和田,专科,公办,否,否,否
石河子工程职业技术学院,新疆,石河子,专科,公办,否,否,否
喀什职业技术学院,新疆,喀什,专科,公办,否,否,否
克孜勒苏职业技术学院,新疆,克孜勒苏,专科,公办,否,否,否
阿勒泰职业技术学院,新疆,阿勒泰,专科,公办,否,否,否
塔城职业技术学院,新疆,塔城,专科,公办,否,否,否
塔里木职业技术学院,新疆,阿拉尔,专科,公办,否,否,否
新疆工业职业技术学院,新疆,乌鲁木齐,专科,公办,否,否,否
铁门关职业技术学院,新疆,铁门关,专科,公办,否,否,否
新疆司法警官职业学院,新疆,乌鲁木齐,专科,公办,否,否,否
阿克苏工业职业技术学院,新疆,阿克苏,专科,公办,否,否,否
喀什理工职业技术学院,新疆,喀什,专科,公办,否,否,否
图木舒克职业技术学院,新疆,图木舒克,专科,公办,否,否,否
可克达拉职业技术学院,新疆,可克达拉,专科,公办,否,否,否
新星职业技术学院,新疆,新星,专科,公办,否,否,否
昆玉职业技术学院,新疆,昆玉,专科,公办,否,否,否
新疆能源职业技术学院,新疆,乌鲁木齐,专科,民办,否,否,否
新疆现代职业技术学院,新疆,乌鲁木齐,专科,民办,否,否,否
新疆科技职业技术学院,新疆,五家渠,专科,民办,否,否,否
新疆科信职业技术学院,新疆,乌鲁木齐,专科,民办,否,否,否
昆明冶金高等专科学校,云南,昆明,专科,公办,否,否,否
云南国土资源职业学院,云南,昆明,专科,公办,否,否,否
云南交通职业技术学院,云南,昆明,专科,公办,否,否,否
昆明工业职业技术学院,云南,昆明,专科,公办,否,否,否
云南农业职业技术学院,云南,昆明,专科,公办,否,否,否
云南司法警官职业学院,云南,昆明,专科,公办,否,否,否
云南文化艺术职业学院,云南,昆明,专科,公办,否,否,否
云南体育运动职业技术学院,云南,昆明,专科,公办,否,否,否
西双版纳职业技术学院,云南,西双版纳,专科,公办,否,否,否
玉溪农业职业技术学院,云南,玉溪,专科,公办,否,否,否
云南能源职业技术学院,云南,曲靖,专科,公办,否,否,否
云南国防工业职业技术学院,云南,昆明,专科,公办,否,否,否
云南机电职业技术学院,云南,昆明,专科,公办,否,否,否
云南林业职业技术学院,云南,昆明,专科,公办,否,否,否
曲靖医学高等专科学校,云南,曲靖,专科,公办,否,否,否
楚雄医药高等专科学校,云南,楚雄,专科,公办,否,否,否
保山中医药高等专科学校,云南,保山,专科,公办,否,否,否
丽江师范高等专科学校,云南,丽江,专科,公办,否,否,否
德宏师范高等专科学校,云南,德宏,专科,公办,否,否,否
云南锡业职业技术学院,云南,红河,专科,公办,否,否,否
德宏职业学院,云南,德宏,专科,公办,否,否,否
云南现代职业技术学院,云南,楚雄,专科,公办,否,否,否
云南旅游职业学院,云南,昆明,专科,公办,否,否,否
红河卫生职业学院,云南,红河,专科,公办,否,否,否
大理农林职业技术学院,云南,大理,专科,公办,否,否,否
公安消防部队高等专科学校,云南,昆明,专科,公办,否,否,否
云南财经职业学院,云南,昆明,专科,公办,否,否,否
昆明铁道职业技术学院,云南,昆明,专科,公办,否,否,否
昭通卫生职业学院,云南,昭通,专科,公办,否,否,否
大理护理职业学院,云南,大理,专科,公办,否,否,否
云南水利水电职业学院,云南,昆明,专科,公办,否,否,否
云南轻纺职业学院,云南,昆明,专科,公办,否,否,否
云南特殊教育职业学院,云南,昆明,专科,公办,否,否,否
云南工贸职业技术学院,云南,昆明,专科,公办,否,否,否
云南交通运输职业学院,云南,昆明,专科,公办,否,否,否
昆明幼儿师范高等专科学校,云南,昆明,专科,公办,否,否,否
曲靖职业技术学院,云南,曲靖,专科,公办,否,否,否
红河职业技术学院,云南,红河,专科,公办,否,否,否
玉溪职业技术学院,云南,玉溪,专科,公办,否,否,否
保山职业学院,云南,保山,专科,公办,否,否,否
昭通职业学院,云南,昭通,专科,公办,否,否,否
文山职业技术学院,云南,文山,专科,公办,否,否,否
丽江职业技术学院,云南,丽江,专科,公办,否,否,否
香格里拉职业学院,云南,迪庆,专科,公办,否,否,否
云南科技信息职业学院,云南,昆明,专科,民办,否,否,否
昆明艺术职业学院,云南,昆明,专科,民办,否,否,否
云南城市建设职业学院,云南,昆明,专科,民办,否,否,否
云南工程职业学院,云南,昆明,专科,民办,否,否,否
云南新兴职业学院,云南,昆明,专科,民办,否,否,否
云南经贸外事职业学院,云南,昆明,专科,民办,否,否,否
云南三鑫职业技术学院,云南,文山,专科,民办,否,否,否
云南商务职业学院,云南,昆明,专科,民办,否,否,否
昆明卫生职业学院,云南,昆明,专科,民办,否,否,否
云南外事外语职业学院,云南,昆明,专科,民办,否,否,否
云南医药健康职业学院,云南,昆明,专科,民办,否,否,否
云南理工职业学院,云南,昆明,专科,民办,否,否,否
宁波职业技术学院,浙江,宁波,专科,公办,否,否,否
温州职业技术学院,浙江,温州,专科,公办,否,否,否
浙江交通职业技术学院,浙江,杭州,专科,公办,否,否,否
金华职业技术学院,浙江,金华,专科,公办,否,否,否
宁波城市职业技术学院,浙江,宁波,专科,公办,否,否,否
浙江电力职业技术学院,浙江,杭州,专科,公办,否,否,否
浙江同济科技职业学院,浙江,杭州,专科,公办,否,否,否
浙江工商职业技术学院,浙江,宁波,专科,公办,否,否,否
台州职业技术学院,浙江,台州,专科,公办,否,否,否
浙江工贸职业技术学院,浙江,温州,专科,公办,否,否,否
浙江机电职业技术学院,浙江,杭州,专科,公办,否,否,否
浙江建设职业技术学院,浙江,杭州,专科,公办,否,否,否
浙江艺术职业学院,浙江,杭州,专科,公办,否,否,否
浙江经贸职业技术学院,浙江,杭州,专科,公办,否,否,否
浙江商业职业技术学院,浙江,杭州,专科,公办,否,否,否
浙江经济职业技术学院,浙江,杭州,专科,公办,否,否,否
浙江旅游职业学院,浙江,杭州,专科,公办,否,否,否
浙江警官职业学院,浙江,杭州,专科,公办,否,否,否
浙江金融职业学院,浙江,杭州,专科,公办,否,否,否
浙江工业职业技术学院,浙江,绍兴,专科,公办,否,否,否
杭州职业技术学院,浙江,杭州,专科,公办,否,否,否
嘉兴职业技术学院,浙江,嘉兴,专科,公办,否,否,否
湖州职业技术学院,浙江,湖州,专科,公办,否,否,否
衢州职业技术学院,浙江,衢州,专科,公办,否,否,否
丽水职业技术学院,浙江,丽水,专科,公办,否,否,否
义乌工商职业技术学院,浙江,金华,专科,公办,否,否,否
浙江纺织服装职业技术学院,浙江,宁波,专科,公办,否,否,否
杭州科技职业技术学院,浙江,杭州,专科,公办,否,否,否
浙江邮电职业技术学院,浙江,绍兴,专科,公办,否,否,否
宁波卫生职业技术学院,浙江,宁波,专科,公办,否,否,否
台州科技职业学院,浙江,台州,专科,公办,否,否,否
浙江国际海运职业技术学院,浙江,舟山,专科,公办,否,否,否
浙江体育职业技术学院,浙江,杭州,专科,公办,否,否,否
温州科技职业学院,浙江,温州,专科,公办,否,否,否
浙江农业商贸职业学院,浙江,绍兴,专科,公办,否,否,否
浙江特殊教育职业学院,浙江,杭州,专科,公办,否,否,否
